	#	#	#	#	https://www.millesima.fr/	
producteur-domaine-du-tunnel	Domaine du Tunnel	14	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-du-tunnel.html	
producteur-domaine-du-grand-tinel	Domaine du Grand Tinel	2	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-du-grand-tinel.html	
producteur-domaine-du-clos-des-tourelles	Domaine du Clos des Tourelles	3	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-du-clos-des-tourelles.html	
producteur-domaine-des-senechaux	Domaine des Sénéchaux	3	 Figurant parmi les plus anciens vignobles de Castro Novo , terre des vins du Pape et de la création des appellations d'origine contrôllées, le Domaine des Sénéchaux appartient à l'appellation Châteauneuf-du-Pape , dans la Vallée du Rhône . Chargée de son histoire qui remonte au XIVème siècle, la propriété est achetée par la famille Cazes - également propriétaire du Château Lynch-Bages à Pauillac - en 2006. Le domaine est aujourd'hui réparti sur 27 hectares, sur un sol riche en callouitis et galets roulés. On y cultive les cépages Grenache , Syrah et Mourvèdre - typiques de la Vallée du Rhône - qui donnent des vins rouges corsées ainsi que des vins blancs charnus et très aromatiques.	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-des-senechaux.html	
producteur-domaine-de-saint-paul	Domaine de Saint-Paul	4	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-de-saint-paul.html	
producteur-domaine-de-la-vieille-julienne	Domaine de La Vieille Julienne	17	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-de-la-vieille-julienne.html	
producteur-domaine-de-la-mordoree	Domaine de la Mordorée	14	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-de-la-mordoree.html	
producteur-domaine-de-la-garance	Domaine de la Garance	1	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-de-la-garance.html	
producteur-domaine-courbis	Domaine Courbis	9	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-courbis.html	
producteur-domaine-coudoulis	Domaine Coudoulis	10	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-coudoulis.html	
producteur-domaine-combier	Domaine Combier	16	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-combier.html	
producteur-domaine-bernard-gripa	Domaine Bernard Gripa	11	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-domaine-bernard-gripa.html	
producteur-colombo---dubourdieu	Colombo - Dubourdieu	1	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-colombo---dubourdieu.html	
producteur-david-reynaud	David Reynaud	1	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-david-reynaud.html	
producteur-chateau-de-galifay	Château de Galifay	1	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-chateau-de-galifay.html	
producteur-delas	Delas	32	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-delas.html	
producteur-chateau-la-nerthe	Château La Nerthe	18	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-chateau-la-nerthe.html	
producteur-chateau-de-beaucastel	Château de Beaucastel	18	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-chateau-de-beaucastel.html	
producteur-alain-voge	Alain Voge	19	#	||accueil|||vallée du rhône|||producteur|	https://www.millesima.fr/producteur-alain-voge.html	
vallee-du-rhone	Vallée du Rhône	889	#	||accueil|	https://www.millesima.fr/vallee-du-rhone.html	
coteaux-champenois	Coteaux Champenois	1	#	||accueil|||champagne|||appellation|	https://www.millesima.fr/coteaux-champenois.html	
appellation-champagne	Champagne	399	#	||accueil|||appellation|	https://www.millesima.fr/appellation-champagne.html	
champagne-rose	Champagne Rosé	90	#	||accueil|||champagne|	https://www.millesima.fr/champagne-rose.html	
champagne-appellations	Appellation	400	#	||accueil|||champagne|	https://www.millesima.fr/champagne/champagne-appellations.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/champagne/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/champagne/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=IW%2Fo%2F4q%2Fppt08vwMBNym37y8n9WqmzZLXUQbdiz2rCFSxSmugXzKpTjuyE2cAFSh0Vofn7bHy7MBGEsZQmo%2FoGx7sU3DNtE7CsuLsbYv2uxzZXbJE2yUtn9JUzMUe%2FbO7BG0FicDN2h5QHtnJtS0yDHxRUdpbpSQvyyBzGxhWkiZp%2BDwOW3y%2B96vXnh9%2FIGs1a5bfao0tZq9yw5UaNCurw%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=IW%2Fo%2F4q%2Fppt08vwMBNym37y8n9WqmzZLXUQbdiz2rCFSxSmugXzKpTjuyE2cAFSh0Vofn7bHy7MBGEsZQmo%2FoGx7sU3DNtE7CsuLsbYv2uxzZXbJE2yUtn9JUzMUe%2FbO7BG0FicDN2h5QHtnJtS0yDHxRUdpbpSQvyyBzGxhWkiZp%2BDwOW3y%2B96vXnh9%2FIGs1a5bfao0tZq9yw5UaNCurw%3D%3D&ddkey=https%3ARESTOrderCalculate	
ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/champagne/ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	
Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	#	#	#	#	https://www.millesima.fr/champagne/Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	
producteur-valentin-leflaive	Valentin Leflaive	2	 Deux hommes, amoureux de leurs vignobles, deux hédonistes reconnus pour leur savoir-faire - Olivier Leflaive ( Puligny-Montrachet ) en Bourgogne et Eric de Sousa ( Côte des Blancs ) en Champagne , partagent la même passion du vin et du terroir. Le fruit de cette amitié est le champagne Valentin Leflaive . Le champagne Valentin Leflaive reflète une interprétation unique d'un cépage et des terroirs champenois: le Chardonnay . La vinification en pièces bourguignonnes associée à un travail de précision d'Erick de Sousa affirment la minéralité et la complexité de chaque cuvée.	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-valentin-leflaive.html	
producteur-veuve-clicquot	Veuve Clicquot	15	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-veuve-clicquot.html	
producteur-salon	Salon	5	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-salon.html	
producteur-taittinger	Taittinger	15	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-taittinger.html	
producteur-pol-roger	Pol Roger	7	 Fondée en 1849 , la prestigieuse Maison Pol Roger a bâti sa réputation internationale sur l'excellence de son savoir-faire et sa quête perpétuelle de la perfection. Maison indépendante , la 5ème génération de la famille perpétue avec passion et tradition la maîtrise parfaite de l'art du Champagne . La Maison veille sur un vignoble d'exception de 92 hectares de vignes, comprenant notamment les plus belles parcelles de la Montagne de Reims et de la Côte des Blancs . Gardienne des traditions, la Maison Pol Roger est parmi les dernières à pratiquer encore le remuage à la main des bouteilles de Champagne sur son entière production. Inimitable, le style et l' identité des Champagne Pol Roger se définissent à travers un long vieillissement , réalisé dans la fraîcheur des caves historiques de la Maison à Éperney , permettant à chaque Champagne d'exprimer son potentiel avec la maturité optimale . Maison d'exception , Pol Roger a toujours été une référence parmi les plus grands de ce monde. Fournisseur officiel de la Couronne Britannique, les Champagnes Pol Roger sont reconnus et appréciés des plus belles tables étoilées. Sir Winston Churchill auquel la Maison a rendu hommage en créant une cuvée mythique en 1975 disait que Pol Roger est "L a Maison à l'adresse la plus délectable du monde" .	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-pol-roger.html	
producteur-piaff	Piaff	1	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-piaff.html	
producteur-ruinart	Ruinart	22	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-ruinart.html	
producteur-philipponnat	Philipponnat	25	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-philipponnat.html	
producteur-perrier-jouet	Perrier Jouët	4	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-perrier-jouet.html	
producteur-paul-etienne-saint-germain	Paul-Etienne Saint Germain	1	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-paul-etienne-saint-germain.html	
producteur-moet-chandon	Moët & Chandon	11	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-moet-chandon.html	
producteur-louis-roederer	Louis Roederer	17	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-louis-roederer.html	
producteur-laurent-perrier	Laurent-Perrier	13	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-laurent-perrier.html	
producteur-larmandier-bernier	Larmandier-Bernier	12	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-larmandier-bernier.html	
producteur-lancelot-pienne	Lancelot Pienne	6	 La Maison Lancelot Pienne symbolise avec simplicité et authenticité ce que la Champagne a de plus beau et de plus vrai à offrir : un héritage et un savoir-faire qui se perpétue de génération en génération en exprimant la richesse d'un terroir unique. Installée depuis plus de 120 ans au coeur de la Champagne, près de Cramant , la famille Lancelot Pienne cultive avec passion et amour les 8,30 hectares de vignes plantées sur les terroirs de la Côte des Blancs et de la Vallée de la Marne . Vigneron dans l'âme, Jean Lancelot a reçu de son père, Jean-Baptiste Lancelot , l'amour de la vigne. Après avoir acquis une grande expérience au sein de différentes maisons de Champagne et à l'issue de la Seconde Guerre Mondiale, Jean lance la commercialisation des premières bouteilles de Champagnes Lancelot Pienne. Fort de cet héritage, Albert , l'un des fils de Jean reprend les rênes du domaine familiale. De son union avec Brigitte Pienne issue elle aussi d'une famille dévouée au travail de la vigne et du vin, naîtra la fusion des vignobles des deux familles. La Maison Lancelot Pienne fait partie de ses domaines familiaux qui ont su préserver leur indépendance, en maîtrisant l'art du Champagne, de la vigne à la commercialisation de bouteilles. Entreprise familiale, la maison commercialise environ 70 000 bouteilles par an dont 60% à l'export. Véritables "vins d'auteur", les Champagnes Lancelot Pienne représentent avec précision et générosité la richesse des parcelles d'exception qui les ont vues naître. Plonger les lèvres dans un Champagne de la Maison Lancelot Pienne, c'est découvrir l'authenticité d'un terroir, repartir aux origines du Champagne, là où tout a commencé.	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-lancelot-pienne.html	
producteur-lallier	Lallier	10	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-lallier.html	
producteur-krug	Krug	16	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-krug.html	
champagne-producteurs	Producteur	400	#	||accueil|||champagne|	https://www.millesima.fr/champagne/champagne-producteurs.html	
producteur-jacquesson	Jacquesson	16	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-jacquesson.html	
producteur-j-l-vergnon	J. L. Vergnon	7	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-j-l-vergnon.html	
producteur-henriot	Henriot	10	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-henriot.html	
producteur-henri-giraud	Henri Giraud	7	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-henri-giraud.html	
producteur-gosset	Gosset	13	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-gosset.html	
producteur-duval-leroy	Duval-Leroy	9	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-duval-leroy.html	
producteur-drappier	Drappier	15	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-drappier.html	
producteur-dom-perignon	Dom Pérignon	24	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-dom-perignon.html	
producteur-deutz	Deutz	30	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-deutz.html	
producteur-delamotte	Delamotte	7	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-delamotte.html	
producteur-de-sousa	De Sousa	11	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-de-sousa.html	
producteur-charles-heidsieck	Charles Heidsieck	7	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-charles-heidsieck.html	
producteur-bruno-paillard	Bruno Paillard	5	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-bruno-paillard.html	
producteur-bollinger	Bollinger	14	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-bollinger.html	
producteur-barons-de-rothschild	Barons de Rothschild	5	 Récemment arrivée sur la scène des Maisons champenoises, la Maison de Champagne Barons de Rothschild est porteuse de l'ambition issue de l'alliance des trois branches de la famille Rothschild: s'accomplir par de grandes réalisations. Les champagnes Barons de Rothschild sont issus de l'assemblage des meilleurs crus de la Côte des Blancs, majoritairement signés par la finesse et l'élégance du Chardonnay. A travers sa très belle gamme de champagnes, la famille de Rothschild continue à nous faire partager des valeurs d'excellence, de goût et de convivialité, à la croisée du savoir-faire et de la tradition.	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-barons-de-rothschild.html	
producteur-billecart-salmon	Billecart-Salmon	19	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-billecart-salmon.html	
producteur-ayala	Ayala	8	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-ayala.html	
producteur-alfred-gratien	Alfred Gratien	11	#	||accueil|||champagne|||producteur|	https://www.millesima.fr/producteur-alfred-gratien.html	
vire-clesse	Viré-Clessé	4	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/vire-clesse.html	
vosne-romanee	Vosne-Romanée	54	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/vosne-romanee.html	
champagne	Champagne	400	#	||accueil|	https://www.millesima.fr/champagne.html	
volnay	Volnay	75	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/volnay.html	
santenay	Santenay	25	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/santenay.html	
saint-romain	Saint-Romain	3	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/saint-romain.html	
savigny-les-beaune	Savigny-Les-Beaune	18	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/savigny-les-beaune.html	
saint-veran	Saint-Véran	9	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/saint-veran.html	
saint-aubin	Saint-Aubin	27	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/saint-aubin.html	
rully	Rully	7	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/rully.html	
romanee-saint-vivant	Romanée-Saint-Vivant	9	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/romanee-saint-vivant.html	
richebourg	Richebourg	1	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/richebourg.html	
puligny-montrachet	Puligny-Montrachet	143	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/puligny-montrachet.html	
pouilly-fuisse	Pouilly-Fuissé	45	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/pouilly-fuisse.html	
pommard	Pommard	58	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/pommard.html	
pernand-vergelesses	Pernand-Vergelesses	14	#	||accueil|||bourgogne|||appellation|	https://www.millesima.fr/pernand-vergelesses.html	
bourgogne-appellations	Appellation	2	#	||accueil|||bourgogne|	https://www.millesima.fr/bourgogne/bourgogne-appellations.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/bourgogne/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/bourgogne/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=cSKjL4t7WEZSJ66sz%2FNh1U6Vvhp%2FyCBrkOtjtY4oOivAzGVVRQdpoO5s2JrMHmcq4qrb2%2FY26GYUCjqLn%2FDKVuyCobOvnd5KwLEXkqpFmx1tEJHZsCwI1WVmQiFMBhmvrwJwrunP1W0voBDvwxASBM1nsPw0FQ28Xta0jIcgTzRLOrk8hJjG4oiQGLCH5fAhheJ7hEeGqRNKDApuajhKMw%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=cSKjL4t7WEZSJ66sz%2FNh1U6Vvhp%2FyCBrkOtjtY4oOivAzGVVRQdpoO5s2JrMHmcq4qrb2%2FY26GYUCjqLn%2FDKVuyCobOvnd5KwLEXkqpFmx1tEJHZsCwI1WVmQiFMBhmvrwJwrunP1W0voBDvwxASBM1nsPw0FQ28Xta0jIcgTzRLOrk8hJjG4oiQGLCH5fAhheJ7hEeGqRNKDApuajhKMw%3D%3D&ddkey=https%3ARESTOrderCalculate	
